update,ep_num,ep_score,ep_kills,ep_steps,start_p_x,start_alien_dir,start_swarm_drift
293,42033,1119.9,40,2167,346,1,8.8
293,42034,614.3,34,2252,554,-1,47.5
293,42035,1063.1,40,2934,28,-1,97.5
293,42036,1065.1,40,2538,51,-1,91.2
293,42037,360.1,29,1692,573,-1,52.5
293,42038,1105.5,40,2629,339,1,11.2
293,42039,1069.6,40,2480,298,-1,22.5
293,42040,1094.1,40,2318,50,-1,91.2
293,42041,999.3,40,2897,310,1,18.8
293,42042,1000.5,40,2096,232,1,40.0
293,42043,1104.6,40,2313,228,-1,41.2
293,42044,1014.3,40,3250,70,1,85.0
293,42045,921.7,40,2593,278,1,27.5
293,42046,1112.7,40,2380,292,1,23.8
293,42047,1041.6,40,2309,484,-1,28.8
293,42048,1089.3,40,3139,341,1,10.0
293,42049,1069.9,40,3137,121,1,71.2
293,42050,310.3,32,1765,148,1,63.8
293,42051,1116.0,40,2595,136,1,67.5
293,42052,1071.4,40,2642,555,1,47.5
293,42053,1056.5,40,2728,700,1,88.8
293,42054,351.3,29,1501,588,-1,57.5
293,42055,662.1,36,2563,558,-1,48.8
293,42056,310.6,32,2028,40,1,93.8
293,42057,1069.4,40,2893,127,1,70.0
293,42058,971.0,40,3886,464,1,22.5
293,42059,1091.0,40,2356,746,-1,101.2
293,42060,377.5,30,1651,9,1,102.5
293,42061,630.1,34,2590,116,1,72.5
293,42062,1103.6,40,2451,405,-1,6.2
293,42063,1112.5,40,2179,252,1,35.0
293,42064,1077.1,40,2916,649,-1,73.8
293,42065,1069.7,40,3336,672,1,80.0
293,42066,948.6,40,2490,573,1,52.5
293,42067,1080.3,40,2197,525,-1,40.0
293,42068,1099.4,40,1967,547,-1,46.2
293,42069,1092.6,40,2432,122,1,71.2
293,42070,1068.6,40,2260,353,1,7.5
293,42071,1095.5,40,2898,526,-1,40.0
293,42072,1105.3,40,2196,678,1,82.5
293,42073,1068.7,40,2286,582,-1,55.0
293,42074,1105.5,40,2608,625,1,67.5
293,42075,1047.4,40,2510,179,1,55.0
293,42076,1051.1,40,2381,602,1,61.2
293,42077,1005.8,40,2548,191,-1,52.5
293,42078,1052.2,40,2292,400,-1,5.0
293,42079,978.0,40,2378,543,1,45.0
293,42080,613.0,34,2368,194,1,51.2
293,42081,477.0,33,1870,190,1,52.5
293,42082,191.1,24,1632,124,-1,70.0
293,42083,946.5,40,2302,751,-1,102.5
293,42084,1072.7,40,2391,533,1,42.5
293,42085,1093.5,40,2756,611,-1,63.8
293,42086,1087.5,40,2530,527,-1,40.0
293,42087,1058.4,40,2985,473,1,25.0
293,42088,491.4,34,2271,215,-1,45.0
293,42089,922.4,40,2582,757,-1,103.8
293,42090,1109.8,40,2048,392,-1,2.5
293,42091,659.1,37,2804,72,1,85.0
293,42092,573.4,37,3189,727,-1,96.2
293,42093,1106.9,40,2141,650,1,75.0
293,42094,1092.2,40,2100,750,-1,102.5
293,42095,1099.2,40,2420,573,-1,52.5
293,42096,1102.6,40,2570,672,-1,80.0
293,42097,95.9,26,1709,574,1,53.8
293,42098,1099.8,40,2750,686,1,85.0
293,42099,1092.1,40,2764,171,-1,57.5
293,42100,1019.3,40,2247,511,-1,36.2
293,42101,426.0,32,1958,750,1,102.5
293,42102,604.0,34,1987,118,-1,72.5
293,42103,1076.6,40,2483,522,-1,38.8
293,42104,241.5,26,1568,534,1,42.5
293,42105,328.8,28,1538,122,1,71.2
293,42106,608.2,34,2246,10,1,102.5
293,42107,1061.0,40,2333,495,1,31.2
293,42108,335.2,28,1634,392,-1,2.5
293,42109,1070.5,40,2420,579,1,55.0
293,42110,1016.4,40,2565,587,-1,57.5
293,42111,290.7,27,1521,19,1,100.0
293,42112,1095.6,40,2425,368,1,2.5
293,42113,1026.3,40,3509,185,1,53.8
293,42114,1011.2,40,3160,738,1,98.8
293,42115,978.8,40,2132,662,1,77.5
293,42116,592.7,34,2202,91,-1,80.0
293,42117,1085.7,40,2362,9,-1,102.5
293,42118,1105.2,40,2754,741,1,100.0
293,42119,1070.4,40,2260,185,1,53.8
293,42120,1081.0,40,2654,681,1,82.5
294,42121,1101.0,40,2474,214,-1,45.0
294,42122,1097.0,40,2648,378,1,0
294,42123,520.7,33,1876,341,1,10.0
294,42124,609.9,37,2616,18,-1,100.0
294,42125,964.4,40,2564,500,-1,32.5
294,42126,1098.5,40,2901,413,1,8.8
294,42127,1053.4,40,2665,155,-1,62.5
294,42128,1113.2,40,2112,75,1,83.8
294,42129,1084.8,40,2370,144,-1,65.0
294,42130,921.4,40,3017,549,1,46.2
294,42131,560.5,35,2063,556,-1,48.8
294,42132,1077.6,40,2434,9,1,102.5
294,42133,1068.2,40,2708,686,1,85.0
294,42134,819.0,39,2962,427,-1,12.5
294,42135,1076.3,40,3082,31,1,96.2
294,42136,356.1,31,2052,283,1,26.2
294,42137,796.8,38,2922,588,1,57.5
294,42138,1082.4,40,2267,299,-1,22.5
294,42139,1060.6,40,2778,197,-1,50.0
294,42140,732.3,37,2539,197,1,50.0
294,42141,1062.0,40,2619,8,-1,102.5
294,42142,1047.3,40,2188,644,1,72.5
294,42143,1081.2,40,2710,305,1,20.0
294,42144,1058.7,40,2918,715,1,92.5
294,42145,969.9,40,2491,119,-1,72.5
294,42146,956.0,40,2760,499,-1,32.5
294,42147,1072.1,40,2622,485,1,28.8
294,42148,1076.3,40,2465,581,-1,55.0
294,42149,1026.8,40,3062,16,1,100.0
294,42150,613.8,39,2966,591,-1,57.5
294,42151,985.4,40,2870,167,1,58.8
294,42152,713.9,36,2451,159,1,61.2
294,42153,1074.2,40,2424,236,1,40.0
294,42154,712.6,37,2466,354,1,6.2
294,42155,641.6,37,2026,681,-1,82.5
294,42156,1092.5,40,2209,518,-1,37.5
294,42157,368.2,29,1663,112,-1,73.8
294,42158,400.4,30,1776,542,1,45.0
294,42159,787.0,38,2393,459,-1,21.2
294,42160,18.9,23,1703,159,1,61.2
294,42161,1112.9,40,2081,163,1,60.0
294,42162,1099.6,40,2220,371,-1,2.5
294,42163,305.9,29,1849,665,1,78.8
294,42164,1091.5,40,2404,74,-1,85.0
294,42165,1114.0,40,2054,467,-1,23.8
294,42166,1095.7,40,2618,314,-1,17.5
294,42167,1099.8,40,2777,469,1,23.8
294,42168,1111.0,40,2418,590,1,57.5
294,42169,1073.6,40,2283,505,-1,33.8
294,42170,1108.1,40,2031,391,1,2.5
294,42171,1104.7,40,2315,482,1,27.5
294,42172,1111.6,40,2853,456,1,20.0
294,42173,1055.3,40,2906,405,1,6.2
294,42174,1074.7,40,2252,192,-1,51.2
294,42175,1090.8,40,2447,315,1,17.5
294,42176,1100.7,40,2460,517,-1,37.5
294,42177,706.4,36,2443,64,1,87.5
294,42178,596.1,34,2288,744,-1,100.0
294,42179,617.1,37,2535,300,1,21.2
294,42180,426.8,34,1975,529,1,41.2
294,42181,1097.4,40,2393,757,1,103.8
294,42182,404.0,30,1618,554,1,47.5
294,42183,1107.5,40,2206,524,-1,40.0
294,42184,399.7,30,1540,136,-1,67.5
294,42185,514.3,34,1962,732,1,97.5
294,42186,983.7,40,1979,159,1,61.2
294,42187,956.1,40,2601,405,1,6.2
294,42188,1097.2,40,2253,282,-1,26.2
294,42189,1058.4,40,2596,755,-1,103.8
294,42190,974.5,40,2069,436,1,15.0
294,42191,899.0,40,3512,403,1,6.2
294,42192,435.1,31,1709,694,-1,86.2
294,42193,1094.5,40,2679,634,1,70.0
294,42194,290.9,27,1590,62,-1,87.5
294,42195,654.2,36,2490,460,1,21.2
294,42196,725.7,37,2637,316,1,17.5
294,42197,1092.6,40,2319,760,-1,105.0
294,42198,294.9,27,1570,480,1,27.5
294,42199,272.1,30,1706,588,1,57.5
294,42200,709.0,36,2642,46,-1,92.5
294,42201,1050.9,40,3508,229,1,41.2
294,42202,1056.1,40,2237,367,-1,2.5
294,42203,1050.0,40,2384,522,-1,38.8
294,42204,1101.0,40,2478,676,1,81.2
294,42205,317.2,31,1687,739,-1,98.8
294,42206,790.5,38,2770,713,-1,92.5
294,42207,433.6,31,1885,526,1,40.0
294,42208,976.6,40,2380,547,1,46.2
294,42209,533.4,34,1897,373,-1,1.2
294,42210,990.2,40,2075,752,-1,102.5
294,42211,1094.7,40,2281,624,1,67.5
294,42212,391.7,31,1786,297,-1,22.5
294,42213,1043.9,40,2885,754,1,103.8
294,42214,647.3,36,2672,196,1,50.0
294,42215,1061.5,40,2615,236,1,40.0
294,42216,1029.8,40,2586,178,1,55.0
294,42217,972.3,40,2594,692,-1,86.2
294,42218,1120.9,40,2187,92,1,80.0
294,42219,1104.7,40,2678,477,-1,26.2
294,42220,1103.6,40,2487,683,-1,83.8
294,42221,1087.5,40,2382,432,1,13.8
294,42222,1075.6,40,2692,310,-1,18.8
294,42223,626.3,38,2805,122,-1,71.2
294,42224,360.3,31,1808,200,-1,50.0
294,42225,695.3,36,2311,343,1,10.0
294,42226,146.5,23,1527,705,-1,90.0
294,42227,1082.0,40,2348,215,-1,45.0
294,42228,960.9,40,2897,311,1,18.8
294,42229,1098.8,40,2459,124,1,70.0
294,42230,506.5,36,2516,73,1,85.0
294,42231,934.0,40,2817,319,-1,16.2
294,42232,982.4,40,2573,254,1,35.0
294,42233,1083.7,40,2399,275,1,28.8
294,42234,748.5,37,2824,376,-1,0
294,42235,1076.4,40,2512,473,1,25.0
294,42236,1094.1,40,2138,262,-1,32.5
294,42237,1050.2,40,3111,341,-1,10.0
294,42238,665.2,38,2466,708,1,90.0
294,42239,563.0,35,2187,221,-1,43.8
294,42240,676.2,36,2238,92,-1,80.0
294,42241,1087.3,40,2175,16,1,100.0
294,42242,1086.2,40,2418,3,1,103.8
294,42243,1065.6,40,2116,351,1,7.5
294,42244,1099.2,40,2383,48,1,91.2
294,42245,1042.1,40,2562,602,-1,61.2
294,42246,738.9,37,2486,371,1,2.5
294,42247,313.1,31,1664,632,-1,70.0
294,42248,597.3,35,1801,523,-1,38.8
294,42249,669.8,37,3224,659,-1,77.5
294,42250,1075.6,40,2853,73,-1,85.0
294,42251,1073.3,40,3025,702,-1,88.8
294,42252,1069.3,40,2616,251,1,35.0
294,42253,1083.7,40,2254,388,-1,1.2
294,42254,1071.1,40,1951,246,-1,36.2
294,42255,401.8,30,1549,185,1,53.8
294,42256,1057.9,40,2612,652,1,75.0
294,42257,1103.4,40,2235,99,1,77.5
294,42258,1083.2,40,3287,347,1,8.8
294,42259,1074.5,40,2030,571,-1,52.5
294,42260,893.3,40,3684,650,-1,75.0
294,42261,1109.6,40,2676,187,1,52.5
294,42262,1124.2,40,2004,106,1,75.0
294,42263,1076.3,40,2238,320,-1,16.2
294,42264,1102.1,40,2175,292,-1,23.8
294,42265,1052.8,40,2722,359,-1,5.0
294,42266,802.2,38,2691,358,-1,5.0
294,42267,1105.3,40,2347,657,-1,76.2
294,42268,1033.8,40,2576,645,1,72.5
294,42269,965.6,40,2507,269,1,30.0
294,42270,1092.0,40,2083,693,1,86.2
294,42271,956.5,40,2334,501,-1,32.5
294,42272,1098.7,40,2152,167,-1,58.8
294,42273,1091.1,40,2295,413,-1,8.8
294,42274,1097.3,40,1897,456,1,20.0
294,42275,1115.6,40,2106,684,-1,83.8
294,42276,926.4,40,2591,408,1,7.5
294,42277,1076.6,40,2701,689,-1,85.0
294,42278,1089.4,40,2352,456,-1,20.0
294,42279,1079.4,40,2432,160,1,60.0
294,42280,484.2,32,2007,570,1,52.5
294,42281,1062.1,40,4333,577,1,53.8
294,42282,1099.5,40,1981,458,-1,21.2
294,42283,1010.9,40,2522,506,-1,35.0
294,42284,1078.8,40,2577,682,1,83.8
294,42285,629.4,37,2894,61,-1,87.5
294,42286,432.0,32,1846,445,-1,17.5
294,42287,1064.6,40,2423,560,1,50.0
294,42288,1093.6,40,2404,180,-1,55.0
294,42289,1045.9,40,2410,741,1,100.0
294,42290,1097.5,40,2006,459,-1,21.2
294,42291,1105.1,40,2512,759,-1,105.0
294,42292,521.8,33,1557,153,1,62.5
294,42293,1109.1,40,2064,251,-1,35.0
294,42294,551.6,35,2117,247,-1,36.2
294,42295,757.5,37,3358,482,-1,27.5
294,42296,1090.4,40,2413,554,-1,47.5
294,42297,315.0,28,1720,275,1,28.8
294,42298,653.0,37,2110,479,-1,27.5
294,42299,571.0,33,2151,431,-1,13.8
294,42300,280.7,27,1609,47,1,92.5
294,42301,1039.5,40,2691,113,-1,73.8
294,42302,1046.6,40,2657,586,-1,56.2
294,42303,962.9,40,2389,744,1,100.0
294,42304,1048.6,40,2654,713,-1,92.5
294,42305,993.0,40,2352,520,1,38.8
294,42306,1064.4,40,2687,421,-1,11.2
294,42307,635.4,35,2315,728,1,96.2
294,42308,1070.5,40,2515,220,1,43.8
294,42309,1070.5,40,2432,183,-1,53.8
294,42310,359.7,29,1566,335,-1,12.5
294,42311,190.7,28,1609,387,-1,1.2
294,42312,766.0,39,2810,154,-1,62.5
294,42313,1057.4,40,2690,504,-1,33.8
294,42314,1101.4,40,2262,521,-1,38.8
294,42315,1084.7,40,2542,174,1,56.2
294,42316,385.7,31,1819,150,-1,63.8
294,42317,1090.9,40,2411,693,-1,86.2
294,42318,520.6,34,1982,641,1,72.5
294,42319,236.2,29,1709,577,1,53.8
294,42320,1024.5,40,2887,689,-1,85.0
294,42321,1099.5,40,2369,325,-1,15.0
294,42322,934.6,40,3381,665,1,78.8
294,42323,1103.8,40,2052,619,-1,66.2
294,42324,969.6,40,2477,670,1,80.0
294,42325,985.3,40,2391,207,-1,47.5
294,42326,1079.2,40,2519,115,1,72.5
294,42327,765.9,39,3535,74,1,85.0
294,42328,163.0,23,1570,2,-1,105.0
294,42329,543.7,35,2406,151,1,62.5
294,42330,1085.5,40,2634,317,1,17.5
294,42331,977.9,40,2605,416,-1,10.0
294,42332,1101.5,40,2485,52,1,90.0
294,42333,1065.6,40,2405,718,1,93.8
294,42334,1102.1,40,3255,207,-1,47.5
294,42335,786.5,39,3707,16,1,100.0
294,42336,1068.0,40,2199,554,-1,47.5
294,42337,944.0,40,2264,21,1,98.8
294,42338,1087.8,40,1940,10,-1,102.5
294,42339,1078.5,40,2800,620,-1,66.2
294,42340,1116.4,40,2047,264,-1,31.2
294,42341,439.6,31,1829,167,1,58.8
294,42342,725.5,39,3722,442,1,16.2
294,42343,239.3,31,2147,114,-1,73.8
294,42344,1052.0,40,2340,607,-1,62.5
294,42345,223.6,25,1489,567,-1,51.2
294,42346,861.0,40,2327,422,-1,11.2
294,42347,1133.5,40,1962,734,-1,97.5
294,42348,1075.0,40,2888,232,-1,40.0
294,42349,1106.0,40,2325,90,1,80.0
294,42350,982.2,40,3317,627,-1,67.5
294,42351,193.1,28,1711,193,1,51.2
294,42352,1056.2,40,2962,657,1,76.2
294,42353,1100.2,40,2522,252,1,35.0
294,42354,778.6,38,3158,445,-1,17.5
294,42355,1084.6,40,2519,349,1,7.5
294,42356,1103.8,40,2045,437,-1,15.0
294,42357,768.8,38,2585,14,-1,101.2
294,42358,1078.2,40,2169,183,-1,53.8
294,42359,1064.8,40,2590,610,1,63.8
294,42360,1061.8,40,2815,524,1,40.0
294,42361,1085.9,40,2340,444,-1,17.5
294,42362,324.7,28,1525,607,-1,62.5
294,42363,1065.4,40,2242,282,-1,26.2
294,42364,974.2,40,2251,112,-1,73.8
294,42365,895.4,40,2942,348,1,8.8
294,42366,1086.1,40,2918,135,-1,67.5
294,42367,1018.9,40,3493,405,-1,6.2
294,42368,1028.9,40,2585,710,1,91.2
294,42369,1112.0,40,2484,327,-1,13.8
294,42370,229.9,29,1668,108,-1,75.0
294,42371,1079.0,40,3066,662,1,77.5
294,42372,431.1,32,1844,36,-1,95.0
294,42373,388.6,35,2129,195,-1,51.2
294,42374,1087.4,40,2400,66,-1,86.2
294,42375,1012.3,40,3406,467,1,23.8
294,42376,1052.0,40,2623,159,-1,61.2
294,42377,1122.2,40,2124,247,-1,36.2
294,42378,1108.9,40,2446,737,-1,98.8
294,42379,508.8,34,1892,290,1,25.0
294,42380,1088.6,40,2188,130,1,68.8
294,42381,1051.7,40,2243,110,1,75.0
294,42382,1110.5,40,2418,167,1,58.8
294,42383,1092.1,40,2231,230,-1,41.2
294,42384,1081.8,40,2284,608,-1,62.5
294,42385,1072.4,40,3212,106,1,75.0
294,42386,620.1,34,2137,411,-1,7.5
294,42387,1083.9,40,2700,264,1,31.2
294,42388,1042.1,40,2724,647,1,73.8
294,42389,621.6,35,2290,188,-1,52.5
294,42390,1047.9,40,2260,236,-1,40.0
294,42391,1088.8,40,2571,60,1,88.8
294,42392,1110.3,40,2213,273,1,28.8
294,42393,935.7,40,2711,286,1,25.0
294,42394,1086.0,40,2487,721,-1,93.8
294,42395,1036.1,40,3095,543,1,45.0
294,42396,1084.2,40,2259,555,-1,47.5
294,42397,1097.5,40,2021,484,-1,28.8
294,42398,613.7,36,2001,193,-1,51.2
294,42399,1029.9,40,2933,639,1,71.2
294,42400,1040.9,40,2666,342,-1,10.0
294,42401,1107.6,40,2164,78,-1,83.8
294,42402,956.2,40,2001,388,-1,1.2
294,42403,1088.9,40,2316,202,1,48.8
294,42404,1106.8,40,2002,146,-1,65.0
294,42405,1042.8,40,2497,211,1,46.2
294,42406,1086.7,40,2694,664,1,78.8
294,42407,742.3,37,2826,370,-1,2.5
294,42408,1075.9,40,3096,430,1,13.8
294,42409,276.5,27,1570,483,1,27.5
294,42410,944.3,40,2339,330,-1,13.8
294,42411,531.4,32,2138,355,-1,6.2
294,42412,1115.9,40,1939,208,1,47.5
294,42413,1072.1,40,2378,28,-1,97.5
294,42414,1092.4,40,2699,390,-1,2.5
294,42415,1077.6,40,2631,170,-1,57.5
294,42416,496.2,34,2060,22,1,98.8
294,42417,1052.0,40,2293,671,-1,80.0
294,42418,954.6,40,2739,256,-1,33.8
294,42419,1105.4,40,2156,40,-1,93.8
294,42420,730.4,37,2375,112,-1,73.8
294,42421,1112.6,40,2162,185,-1,53.8
294,42422,750.8,38,3755,219,-1,43.8
294,42423,312.5,28,1580,495,1,31.2
294,42424,942.3,40,2437,349,1,7.5
294,42425,1098.7,40,2280,215,-1,45.0
294,42426,1078.3,40,2706,15,-1,101.2
294,42427,952.4,40,3463,426,1,12.5
294,42428,1077.8,40,2251,301,-1,21.2
294,42429,1090.6,40,2379,494,-1,31.2
294,42430,1086.7,40,2430,259,-1,32.5
294,42431,1100.7,40,2209,261,1,32.5
294,42432,965.4,40,2293,719,-1,93.8
294,42433,662.2,36,2468,4,-1,103.8
294,42434,1074.6,40,2619,11,-1,102.5
294,42435,1093.6,40,2609,405,1,6.2
294,42436,1095.9,40,2957,364,1,3.8
294,42437,800.8,38,2333,114,1,73.8
294,42438,970.4,40,2486,120,1,71.2
294,42439,1114.0,40,3131,58,1,88.8
294,42440,1096.6,40,2338,316,-1,17.5
294,42441,957.3,40,2309,733,1,97.5
294,42442,1111.0,40,1895,326,1,15.0
294,42443,1051.7,40,2502,633,1,70.0
294,42444,1070.6,40,2384,691,1,86.2
294,42445,646.6,35,2528,670,-1,80.0
294,42446,1080.9,40,2421,755,1,103.8
294,42447,402.2,30,1696,419,1,10.0
294,42448,751.6,37,2520,154,-1,62.5
294,42449,1095.1,40,2207,420,-1,10.0
294,42450,1099.4,40,2344,446,-1,17.5
294,42451,980.8,40,2420,551,1,47.5
294,42452,612.7,34,2052,470,1,25.0
294,42453,911.6,40,2783,241,-1,37.5
294,42454,605.9,36,2095,413,-1,8.8
294,42455,427.6,32,2026,391,-1,2.5
294,42456,1099.9,40,2095,725,-1,95.0
294,42457,1119.9,40,2004,387,-1,1.2
294,42458,1124.1,40,2191,627,1,67.5
294,42459,965.8,40,3134,676,-1,81.2
294,42460,1091.5,40,1955,338,-1,11.2
294,42461,959.2,40,2908,162,-1,60.0
294,42462,287.5,36,2527,496,1,31.2
294,42463,441.0,31,1638,725,-1,95.0
294,42464,572.5,38,3482,659,1,77.5
294,42465,1098.1,40,2578,611,-1,63.8
294,42466,1084.0,40,2611,320,-1,16.2
294,42467,701.8,36,2301,54,1,90.0
294,42468,474.6,32,1541,49,-1,91.2
294,42469,1101.6,40,2330,180,-1,55.0
294,42470,1099.2,40,2123,118,-1,72.5
294,42471,961.2,40,2787,398,1,5.0
294,42472,1047.1,40,2605,256,1,33.8
294,42473,857.9,39,2777,15,-1,101.2
294,42474,998.7,40,2159,250,1,35.0
294,42475,1078.7,40,2571,306,1,20.0
294,42476,866.9,40,2626,253,-1,35.0
294,42477,1108.7,40,2668,719,-1,93.8
294,42478,952.7,40,2777,149,-1,63.8
294,42479,1068.7,40,2442,374,-1,1.2
294,42480,573.3,35,2164,36,-1,95.0
294,42481,527.1,33,1945,632,1,70.0
294,42482,579.0,36,2271,264,1,31.2
294,42483,834.9,39,3388,618,-1,65.0
294,42484,961.5,40,2352,322,1,15.0
294,42485,955.7,40,2493,613,-1,63.8
294,42486,1109.9,40,2071,319,-1,16.2
294,42487,1088.0,40,2742,495,1,31.2
294,42488,50.8,24,1666,115,-1,72.5
294,42489,854.1,40,2564,149,-1,63.8
294,42490,308.4,32,1986,238,-1,38.8
294,42491,975.1,40,2784,125,1,70.0
294,42492,1115.1,40,2361,342,1,10.0
294,42493,597.8,36,2356,641,-1,72.5
294,42494,1080.8,40,2050,159,-1,61.2
294,42495,944.9,40,2682,666,-1,78.8
294,42496,526.4,33,1709,393,-1,2.5
294,42497,957.2,40,2572,631,1,68.8
294,42498,1076.5,40,2519,733,1,97.5
294,42499,944.8,40,2638,479,1,27.5
294,42500,1075.4,40,2314,429,-1,12.5
294,42501,973.0,40,2407,330,1,13.8
294,42502,363.5,31,1978,8,-1,102.5
294,42503,946.8,40,2489,356,1,6.2
294,42504,1059.0,40,2518,392,1,2.5
294,42505,1060.3,40,2266,395,-1,3.8
294,42506,932.8,40,3415,601,1,61.2
294,42507,1093.6,40,2597,739,1,98.8
294,42508,328.6,29,1898,390,-1,2.5
294,42509,615.5,37,2375,94,-1,78.8
294,42510,1027.6,40,2642,218,-1,45.0
294,42511,479.2,33,1866,224,-1,42.5
294,42512,1117.3,40,2408,361,1,5.0
294,42513,1080.9,40,2514,348,-1,8.8
294,42514,1074.6,40,2611,550,1,46.2
294,42515,1060.0,40,2045,116,1,72.5
294,42516,629.5,37,2724,13,-1,101.2
294,42517,950.0,40,2281,459,-1,21.2
294,42518,372.0,29,1568,517,1,37.5
294,42519,251.7,26,1546,428,-1,12.5
294,42520,1097.0,40,2443,294,-1,23.8
294,42521,1088.1,40,2785,426,1,12.5
294,42522,1011.8,40,3061,383,-1,0
294,42523,1083.7,40,2750,711,1,91.2
294,42524,986.8,40,2633,188,1,52.5
294,42525,1094.8,40,2309,334,1,12.5
294,42526,1117.0,40,2096,492,1,30.0
294,42527,1091.0,40,2319,386,1,1.2
294,42528,1104.4,40,2003,244,1,37.5
294,42529,971.6,40,2386,130,1,68.8
294,42530,1051.7,40,3310,488,-1,30.0
294,42531,1079.5,40,3134,384,1,0
294,42532,1075.0,40,2588,535,-1,42.5
294,42533,1030.9,40,3645,539,-1,43.8
294,42534,1017.3,40,2616,743,1,100.0
294,42535,445.4,31,1727,638,-1,71.2
294,42536,946.9,40,2531,31,1,96.2
294,42537,1043.5,40,3169,485,1,28.8
294,42538,1058.5,40,3412,457,1,21.2
294,42539,1114.4,40,2020,21,1,98.8
294,42540,388.0,32,1784,452,-1,20.0
294,42541,1108.1,40,1913,229,1,41.2
294,42542,990.3,40,3329,695,1,87.5
294,42543,1081.6,40,2101,104,-1,76.2
294,42544,1038.0,40,2702,409,-1,7.5
294,42545,1063.1,40,2429,204,-1,48.8
294,42546,82.5,25,1746,351,1,7.5
294,42547,1102.1,40,2373,3,1,103.8
294,42548,236.0,29,1656,600,-1,60.0
294,42549,1074.4,40,2158,628,1,68.8
294,42550,1075.2,40,2152,107,1,75.0
294,42551,574.1,35,2317,68,-1,86.2
294,42552,1097.5,40,2304,334,-1,12.5
294,42553,1074.9,40,2340,298,1,22.5
294,42554,1091.8,40,2537,602,-1,61.2
295,42555,1109.4,40,2245,316,1,17.5
295,42556,994.7,40,3182,230,1,41.2
295,42557,1102.3,40,2674,521,1,38.8
295,42558,968.3,40,2615,587,-1,57.5
295,42559,1068.1,40,2291,375,1,1.2
295,42560,1014.8,40,3554,170,1,57.5
295,42561,1073.5,40,2637,711,-1,91.2
295,42562,1099.9,40,2352,236,-1,40.0
295,42563,1113.6,40,2790,581,-1,55.0
295,42564,1103.8,40,2589,118,-1,72.5
295,42565,671.5,38,2961,423,-1,11.2
295,42566,695.2,38,2616,305,-1,20.0
295,42567,1104.7,40,2217,222,1,43.8
295,42568,986.3,40,2772,408,-1,7.5
295,42569,490.7,33,1902,426,1,12.5
295,42570,197.1,24,1579,510,1,35.0
295,42571,1104.0,40,2138,271,1,30.0
295,42572,1011.7,40,2946,370,-1,2.5
295,42573,780.6,38,2561,687,1,85.0
295,42574,655.1,36,2880,538,1,43.8
295,42575,1120.8,40,2031,393,1,2.5
295,42576,1083.4,40,2445,679,-1,82.5
295,42577,1092.6,40,2380,403,1,6.2
295,42578,1062.2,40,2971,401,-1,5.0
295,42579,1087.3,40,2032,147,-1,63.8
295,42580,1106.4,40,2388,538,1,43.8
295,42581,965.5,40,2240,371,-1,2.5
295,42582,1115.7,40,2519,164,-1,60.0
295,42583,1097.0,40,2383,369,-1,2.5
295,42584,837.6,39,2699,365,-1,3.8
295,42585,331.2,28,1653,361,1,5.0
295,42586,447.5,31,1737,515,-1,37.5
295,42587,163.1,27,1661,140,-1,66.2
295,42588,468.2,33,1910,444,-1,17.5
295,42589,1075.8,40,2450,663,1,77.5
295,42590,985.7,40,2238,204,-1,48.8
295,42591,634.0,37,1879,167,-1,58.8
295,42592,222.8,25,1873,214,1,45.0
295,42593,1081.0,40,2884,360,1,5.0
295,42594,947.6,40,3021,563,1,50.0
295,42595,1076.2,40,3180,329,1,13.8
295,42596,1076.0,40,2650,660,1,77.5
295,42597,1065.9,40,2097,185,-1,53.8
295,42598,402.7,33,1810,62,1,87.5
295,42599,1022.8,40,3009,233,1,40.0
295,42600,1025.0,40,2780,517,1,37.5
295,42601,797.3,39,3013,655,-1,76.2
295,42602,705.1,36,2485,285,-1,26.2
295,42603,217.4,25,1471,484,-1,28.8
295,42604,1009.9,40,3284,428,1,12.5
295,42605,970.5,40,2395,721,-1,93.8
295,42606,345.1,32,1731,475,1,26.2
295,42607,349.6,32,1867,441,1,16.2
295,42608,1088.4,40,2376,740,-1,100.0
295,42609,322.9,32,1827,647,-1,73.8
295,42610,1058.2,40,3135,571,-1,52.5
295,42611,818.8,40,2238,632,-1,70.0
295,42612,967.5,40,2351,686,1,85.0
295,42613,1078.1,40,2678,663,1,77.5
295,42614,1102.2,40,2332,17,-1,100.0
295,42615,741.3,37,3194,657,1,76.2
295,42616,1071.1,40,2286,346,-1,8.8
295,42617,1098.6,40,2165,448,1,18.8
295,42618,916.0,40,2215,443,-1,17.5
295,42619,239.3,30,1682,65,1,87.5
295,42620,1095.5,40,2378,147,1,63.8
295,42621,1074.2,40,2461,690,-1,85.0
295,42622,1099.7,40,2221,158,-1,61.2
295,42623,864.3,40,2337,343,1,10.0
295,42624,965.0,40,2912,29,-1,97.5
295,42625,1073.6,40,2462,113,1,73.8
295,42626,1054.4,40,2733,275,1,28.8
295,42627,1098.7,40,3325,582,-1,55.0
295,42628,516.5,33,1842,715,-1,92.5
295,42629,1069.1,40,2407,586,-1,56.2
295,42630,603.9,36,2054,244,-1,37.5
295,42631,1044.7,40,2788,333,-1,12.5
295,42632,1080.6,40,2773,259,1,32.5
295,42633,1094.2,40,2310,500,1,32.5
295,42634,406.3,31,1817,601,-1,61.2
295,42635,1069.3,40,2209,249,1,36.2
295,42636,1077.9,40,2846,624,1,67.5
